관리번호,설비번호(구),설비명,수리일자,고장내용,고장부품,불량유형,조치내용,수리처,수리시간(분),수리금액,predictions,labels
M000000643,ASM-035,삼성E5D INNER COVER조립기,2023-03-22,온도측정센사 안됨 콘넥터부위 납땜 수리,온도측정센서,작동 안됨,콘넥터부위 납땜 수리,송명호최혁진,50,,"{'고장부품': '온도측정센서', '불량유형': '안됨', '조치내용': '콘넥터 부위 납땜 수리'}","{'고장부품': '온도측정센서', '불량유형': '작동 안됨', '조치내용': '콘넥터부위 납땜 수리'}"
M000000402,BRZ-013,브로제HOT RIVETING M/C#2호기,2023-03-22,리벳 치수 NG,리벳,치수 NG,치수 조정 혹은 교체,송명호 윤동태,35,,"{'고장부품': '리벳', '불량유형': '치수 NG', '조치내용': '치수 조정'}","{'고장부품': '리벳', '불량유형': '치수 NG', '조치내용': '치수 조정 혹은 교체'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-03-22,볼트체결후 파렛트배출불가 포토센서 고정 감도 조정,포토센서,감도조절 불량,감도 조정 후 볼트 체결,송명호윤동태,50,,"{'고장부품': '포토센서', '불량유형': '파렛트 배출 불가', '조치내용': '감도 조정'}","{'고장부품': '포토센서', '불량유형': '감도조절 불량', '조치내용': '감도 조정 후 볼트 체결'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-03-22,볼트체결후 파렛트배출불가 포토센서 고정 감도 조정,포토센서,감도 불량,감도 조정,송명호윤동태,50,,"{'고장부품': '포토센서', '불량유형': '파렛트 배출 불가', '조치내용': '감도 조정'}","{'고장부품': '포토센서', '불량유형': '감도 불량', '조치내용': '감도 조정'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-03-22,볼트체결후 파렛트배출불가 포토센서 고정 감도 조정,포토센서,볼트 체결 후 파렛트 배출 불가,고정 감도 조정,송명호윤동태,50,,"{'고장부품': '포토센서', '불량유형': '파렛트 배출 불가', '조치내용': '감도 조정'}","{'고장부품': '포토센서', '불량유형': '볼트 체결 후 파렛트 배출 불가', '조치내용': '고정 감도 조정'}"
Z000000001,Z000000001,기타,2023-03-22,소형사출동 사출 원소재 3단렉 설치,소형사출동 사출 원소재,설치 불량,3단렉 설치,보전반전원,500,,"{'고장부품': '소형사출동 사출 원소재', '불량유형': '설치 불량', '조치내용': '3단렉 설치'}","{'고장부품': '소형사출동 사출 원소재', '불량유형': '설치 불량', '조치내용': '3단렉 설치'}"
Z000000001,Z000000001,기타,2023-03-22,스폿트 작업대 앙카 고정작업 2대,스폿트 작업대 앙카,고정 불량,앙카 고정 작업 2대 수행,오정수윤동태,40,,"{'고장부품': '스uttle 작업대 앙카', '불량유형': '고정 불량', '조치내용': '2대에 앙카 고정'}","{'고장부품': '스폿트 작업대 앙카', '불량유형': '고정 불량', '조치내용': '앙카 고정 작업 2대 수행'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-03-23,50공정 동작불능 솔밸브 분해청소 그리스 도포,50공정 솔밸브,동작불능,"솔밸브 분해청소, 그리스 도포",보전반 전원,60,,"{'고장부품': '솔밸브', '불량유형': '동작불능', '조치내용': '분해청소 및 그리스 도포'}","{'고장부품': '50공정 솔밸브', '불량유형': '동작불능', '조치내용': '솔밸브 분해청소, 그리스 도포'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-03-23,"소재이송컨베어플러그수리메인모터작동중정지 PLC점검,모터로컬단자 리볼팅","소재 이송 컨베어 플러그, 메인 모터",작동 중 정지,"PLC 점검, 모터 로컬 단자 리볼팅",송명호윤동태,60,,"{'고장부품': '소재이송컨베어플러그, 메인모터', '불량유형': '작동 중 정지', '조치내용': 'PLC 점검, 모터로컬단자 리볼팅'}","{'고장부품': '소재 이송 컨베어 플러그, 메인 모터', '불량유형': '작동 중 정지', '조치내용': 'PLC 점검, 모터 로컬 단자 리볼팅'}"
M000000188,POP-034,파워프레스250TON PRESS (A2),2023-03-23,메인기어 오일보충,메인기어,오일 부족,오일 보충,윤동태,60,,"{'고장부품': '메인기어', '불량유형': '오일 부족', '조치내용': '오일 보충'}","{'고장부품': '메인기어', '불량유형': '오일 부족', '조치내용': '오일 보충'}"
M000000189,POP-035,파워프레스250TON PRESS (A1),2023-03-23,저항 0번 NG 리노핀 09-0번.08-1번 납땜,저항 0번,NG,"리노핀 09-0번, 08-1번 납땜",송명호윤동테최혁진,60,,"{'고장부품': '저항 0번 리노핀', '불량유형': 'NG', '조치내용': '09-0번.08-1번 납땜'}","{'고장부품': '저항 0번', '불량유형': 'NG', '조치내용': '리노핀 09-0번, 08-1번 납땜'}"
Z000000001,Z000000001,기타,2023-03-23,2500TON 1호기 자주검사대 3구 콘넨트 설치,1호기 자주검사대 3구 콘넨트,설치 불량,콘넨트 재설치,윤동태,100,,"{'고장부품': '2500TON 1호기 자주검사대 3구 콘넨트', '불량유형': '설치 미비', '조치내용': '콘넨트 설치'}","{'고장부품': '1호기 자주검사대 3구 콘넨트', '불량유형': '설치 불량', '조치내용': '콘넨트 재설치'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-03-24,"#50공정 회전복귀 터미널압착이상 상하높낮이,회전복귀 조정",#50공정 회전복귀 터미널,압착이상,"상하높낮이, 회전복귀 조정",송명호윤동태,60,,"{'고장부품': '#50공정 회전복귀', '불량유형': '터미널압착 이상', '조치내용': '상하 높낮이, 회전복귀 조정'}","{'고장부품': '#50공정 회전복귀 터미널', '불량유형': '압착이상', '조치내용': '상하높낮이, 회전복귀 조정'}"
M000000643,ASM-035,삼성E5D INNER COVER조립기,2023-03-24,저항측정 b16리노핀 1ea 교체,B16리노핀,저항측정 불량,B16리노핀 1EA 교체,최혁진 윤동테,30,,"{'고장부품': '저항측정 b16리노핀', '불량유형': '교체 필요', '조치내용': '1ea 교체'}","{'고장부품': 'B16리노핀', '불량유형': '저항측정 불량', '조치내용': 'B16리노핀 1EA 교체'}"
M000000402,BRZ-013,브로제HOT RIVETING M/C#2호기,2023-03-24,리벳 치수 NG발생,리벳,치수 NG,,송명호 윤동태,20,,"{'고장부품': '리벳', '불량유형': '치수 NG', '조치내용': '발생'}","{'고장부품': '리벳', '불량유형': '치수 NG', '조치내용': nan}"
S000000019,CNV-001,스크랩 컨베어,2023-03-24,배출슈트 동작타이머 시간조정300SEC->500SEC,배출슈트 동작타이머,시간불일치,동작타이머의 시간을 300SEC에서 500SEC로 조정,송명호,40,,"{'고장부품': '배출슈트 동작타이머', '불량유형': '시간 오차', '조치내용': '시간 조정 (300SEC -> 500SEC)'}","{'고장부품': '배출슈트 동작타이머', '불량유형': '시간불일치', '조치내용': '동작타이머의 시간을 300SEC에서 500SEC로 조정'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-03-24,"타발도중 메인모터정지 plc점검,윤활유펌프토출노유오링교체,윤활유탱크오일보충","메인 모터, 윤활유 펌프, 윤활유 탱크","메인 모터 정지, 펌프 토출 노유, 오일 부족","plc 점검, 오링 교체, 오일 보충",송명호윤동태,300,,"{'고장부품': '메인모터, plc, 윤활유펌프토출노유, 윤활유탱크오일', '불량유형': '타발도중 메인모터 정지, 윤활유펌프토출노유 오링, 윤활유탱크오일 보충', '조치내용': ' plc점검, 윤활유펌프토출노유오링교체, 윤활유탱크오일 보충'}","{'고장부품': '메인 모터, 윤활유 펌프, 윤활유 탱크', '불량유형': '메인 모터 정지, 펌프 토출 노유, 오일 부족', '조치내용': 'plc 점검, 오링 교체, 오일 보충'}"
S000000044,EDS-001(철거),전착도장,2023-03-24,냉온수실외가 가동불가 콘트롤 유리관 퓨즈 1ea교체,냉온수실외가 콘트롤 유리관 퓨즈,가동불가,유리관 퓨즈 1ea 교체,윤동태,50,,"{'고장부품': '콘트롤 유리관 퓨즈', '불량유형': '가동불가', '조치내용': '퓨즈 1ea 교체'}","{'고장부품': '냉온수실외가 콘트롤 유리관 퓨즈', '불량유형': '가동불가', '조치내용': '유리관 퓨즈 1ea 교체'}"
Z000000001,Z000000001,기타,2023-03-24,"가설창고 3단렉 철거 작업(김영조직장,HJF 2명 지원)",가설창고 3단렉,철거 필요,"철거 작업(김영조직장, HJF 2명 지원)",오정수,540,,"{'고장부품': '가설창고 3단렉', '불량유형': '철거', '조치내용': '철거 작업(김영조직장, HJF 2명 지원)'}","{'고장부품': '가설창고 3단렉', '불량유형': '철거 필요', '조치내용': '철거 작업(김영조직장, HJF 2명 지원)'}"
Z000000001,Z000000001,기타,2023-03-24,배출슈트 동작타이머 시간조정300SEC->500SEC,배출슈트 동작타이머,시간 미조정,시간 조정 (300SEC -> 500SEC),송명호,40,,"{'고장부품': '배출슈트 동작타이머', '불량유형': '시간 오차', '조치내용': '시간 조정 (300SEC -> 500SEC)'}","{'고장부품': '배출슈트 동작타이머', '불량유형': '시간 미조정', '조치내용': '시간 조정 (300SEC -> 500SEC)'}"
Z000000001,Z000000001,기타,2023-03-24,배출슈트 동작타이머 시간조정300SEC->500SEC,배출슈트 동작타이머,시간조정 불량,시간을 300SEC에서 500SEC로 재조정,송명호,40,,"{'고장부품': '배출슈트 동작타이머', '불량유형': '시간 오차', '조치내용': '시간 조정 (300SEC -> 500SEC)'}","{'고장부품': '배출슈트 동작타이머', '불량유형': '시간조정 불량', '조치내용': '시간을 300SEC에서 500SEC로 재조정'}"
S000000052,FAN-008,FAN 40HP메인,2023-03-25,배기상태 미흡 벨트 c-105 3eA 교체,벨트,배기상태 미흡,벨트 (c-105 3EA) 교체,윤동태,100,10000.0,"{'고장부품': '벨트 c-105', '불량유형': '배기상태 미흡', '조치내용': '벨트 c-105 3eA 교체'}","{'고장부품': '벨트', '불량유형': '배기상태 미흡', '조치내용': '벨트 (c-105 3EA) 교체'}"
M000000217,RBT-034(이관),로보트용접기XM2호기(02),2023-03-25,터치펜던트작동불능 이네블스위치활성화불능 내부전선 2가닥 단선 납땜수리,"터치펜던트, 이네블스위치 내부전선","작동불능, 활성화불능, 단선",내부전선 2가닥 납땜수리,윤동태,100,,"{'고장부품': '터치펜던트', '불량유형': '작동불능', '조치내용': '이네블스위치 활성화 불능, 내부전선 2가닥 단선 납땜 수리'}","{'고장부품': '터치펜던트, 이네블스위치 내부전선', '불량유형': '작동불능, 활성화불능, 단선', '조치내용': '내부전선 2가닥 납땜수리'}"
Z000000001,Z000000001,기타,2023-03-25,가건물 아스콘 공사주변 제품이동 ,아스콘,공사주변 제품이동,가건물 아스콘 이동,윤동태,60,,"{'고장부품': '가건물 아스콘', '불량유형': '공사주변 제품 이동', '조치내용': '이동'}","{'고장부품': '아스콘', '불량유형': '공사주변 제품이동', '조치내용': '가건물 아스콘 이동'}"
Z000000001,Z000000001,기타,2023-03-25,흡연장 파고라 이동에 따른 자판기 전원 차단,자판기 전원,흡연장 파고라 이동,전원 차단,윤동태,40,,"{'고장부품': '흡연장 파고라', '불량유형': '이동', '조치내용': '자판기 전원 차단'}","{'고장부품': '자판기 전원', '불량유형': '흡연장 파고라 이동', '조치내용': '전원 차단'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-03-27,"50공정클램프간혹 못집으 높낮이바디조정,70공정 하강실린더감지이상 높낮이교정","50공정 클램프, 70공정 하강 실린더","못 집는 현상, 감지 이상","높낮이 바디 조정, 높낮이 교정",송명호윤동태,30,,"{'고장부품': '50공정 클램프, 70공정 하강 실린더', '불량유형': '능력 이상', '조치내용': '높낮이 바디 조정, 높낮이 교정'}","{'고장부품': '50공정 클램프, 70공정 하강 실린더', '불량유형': '못 집는 현상, 감지 이상', '조치내용': '높낮이 바디 조정, 높낮이 교정'}"
M000000043,CLN-004,세척기(4조식 세척기:우주),2023-03-27,세척유 밸출밸브 고장 교체,세척유 밸출밸브,고장,밸브 교체,오정수,120,24000.0,"{'고장부품': '세척유 밸출밸브', '불량유형': '고장', '조치내용': '밸브 교체'}","{'고장부품': '세척유 밸출밸브', '불량유형': '고장', '조치내용': '밸브 교체'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-03-27,nc feeder 페던프 파손 교체,nc feeder 페던프,파손,페던프 교체,윤동태,50,160000.0,"{'고장부품': 'nc feeder 페던프', '불량유형': '파손', '조치내용': '교체'}","{'고장부품': 'nc feeder 페던프', '불량유형': '파손', '조치내용': '페던프 교체'}"
S000000044,EDS-001(철거),전착도장,2023-03-27,"축볼유펌프 조작스위치교체,컨베어트로리정지이상 하이박스 전원 off->on","축볼유펌프 조작스위치, 컨베어트로리",정지 이상,"축볼유펌프 조작 스위치 교체, 하이박스 전원 off 후 on",윤동태,90,,"{'고장부품': '축볼유펌프 조작스위치, 컨베어트로리', '불량유형': '정지 이상', '조치내용': '하이박스 전원 off->on'}","{'고장부품': '축볼유펌프 조작스위치, 컨베어트로리', '불량유형': '정지 이상', '조치내용': '축볼유펌프 조작 스위치 교체, 하이박스 전원 off 후 on'}"
Z000000001,Z000000001,기타,2023-03-27,"축볼유펌프 조작스위치교체,컨베어트로리정지이상 하이박스 전원 off->on","축볼유펌프 조작스위치, 컨베어트로리","스위치 고장, 정지이상","축볼유펌프 조작스위치 교체, 하이박스 전원을 off 후 on",윤동태,90,,"{'고장부품': '축볼유펌프 조작스위치, 컨베어트로리', '불량유형': '정지 이상', '조치내용': '하이박스 전원 off->on'}","{'고장부품': '축볼유펌프 조작스위치, 컨베어트로리', '불량유형': '스위치 고장, 정지이상', '조치내용': '축볼유펌프 조작스위치 교체, 하이박스 전원을 off 후 on'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-03-28,"#50공정 터미널조립불량높낮이,셋업#80공정유격불량 백업프레스 핀 방향교정","#50공정 터미널, #80공정유격","조립불량, 높낮이, 셋업",백업프레스 핀 방향교정,보전반전원,180,,"{'고장부품': '#50공정 터미널, #80공정 유격', '불량유형': '조립불량, 백업프레스 핀 방향', '조치내용': '핀 방향 교정'}","{'고장부품': '#50공정 터미널, #80공정유격', '불량유형': '조립불량, 높낮이, 셋업', '조치내용': '백업프레스 핀 방향교정'}"
M000000043,CLN-004,세척기(4조식 세척기:우주),2023-03-28,세척유 펌프 2번 펌프 오일누유 화신산업 수리 반출,세척유 펌프 2번,오일누유,화신산업에 수리 위해 반출,윤동태,30,,"{'고장부품': '세척유 펌프 2번', '불량유형': '오일누유', '조치내용': '화신산업 수리 및 반출'}","{'고장부품': '세척유 펌프 2번', '불량유형': '오일누유', '조치내용': '화신산업에 수리 위해 반출'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-03-28,윤활유탱크 오일부족 보충,윤활유탱크,오일부족,오일 보충,송명호윤동태,50,,"{'고장부품': '윤활유탱크', '불량유형': '오일부족', '조치내용': '오일 보충'}","{'고장부품': '윤활유탱크', '불량유형': '오일부족', '조치내용': '오일 보충'}"
Z000000001,Z000000001,기타,2023-03-28,가설창고 아스콘 공사후 렉 원위치 설치,가설창고 렉,아스콘 공사 후 렉 위치 변경,렉 원위치 재설치,오정수윤동태,300,,"{'고장부품': '가설창고 아스콘', '불량유형': '공사 후 렉 원위치 설치', '조치내용': '원위치 설치'}","{'고장부품': '가설창고 렉', '불량유형': '아스콘 공사 후 렉 위치 변경', '조치내용': '렉 원위치 재설치'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-03-29,50공정 조립불량 트랜스파 클램프 위치 수정,트랜스파 클램프,조립불량,클램프 위치 수정,송명호오정수,60,,"{'고장부품': '트랜스파 클램프', '불량유형': '조립불량', '조치내용': '클램프 위치 수정'}","{'고장부품': '트랜스파 클램프', '불량유형': '조립불량', '조치내용': '클램프 위치 수정'}"
S000000141,FOL-022,지게차 입식세척전동지게차1.5TON,2023-03-29,경광등 점등불량 퓨즈 교체,경광등,점등불량,퓨즈 교체,오정수,20,,"{'고장부품': '경광등', '불량유형': '점등불량', '조치내용': '퓨즈 교체'}","{'고장부품': '경광등', '불량유형': '점등불량', '조치내용': '퓨즈 교체'}"
S000000141,FOL-022,지게차 입식세척전동지게차1.5TON,2023-03-29,경광등 점등불량 퓨즈 교체,경광등,점등 불량,퓨즈 교체,오정수,20,,"{'고장부품': '경광등', '불량유형': '점등불량', '조치내용': '퓨즈 교체'}","{'고장부품': '경광등', '불량유형': '점등 불량', '조치내용': '퓨즈 교체'}"
Z000000001,Z000000001,기타,2023-03-29,"AAF1라인 전등,천정 형광등 교체","AAF1라인 전등, 천정 형광등",고장,천정 형광등 교체,오정수윤동태,50,,"{'고장부품': 'AAF1라인 전등,천정 형광등', '불량유형': '고장', '조치내용': '전등,천정 형광등 교체'}","{'고장부품': 'AAF1라인 전등, 천정 형광등', '불량유형': '고장', '조치내용': '천정 형광등 교체'}"
Z000000001,Z000000001,기타,2023-03-29,가설창고내부 3단렉 설치,가설창고 내부 렉,설치 안됨,3단 렉 설치,윤동태오정수,600,,"{'고장부품': '가설창고내부 3단렉', '불량유형': '설치 불량', '조치내용': '설치 후 재설치'}","{'고장부품': '가설창고 내부 렉', '불량유형': '설치 안됨', '조치내용': '3단 렉 설치'}"
Z000000001,Z000000001,기타,2023-03-29,본관 경영기획팀 천정 전등 교체 3ea,천정 전등,고장,천정 전등 교체 (3ea 사용),윤동태오정수,60,,"{'고장부품': '천정 전등', '불량유형': '고장', '조치내용': '천정 전등 교체 (3ea 사용)'}","{'고장부품': '천정 전등', '불량유형': '고장', '조치내용': '천정 전등 교체 (3ea 사용)'}"
Z000000001,Z000000001,기타,2023-03-29,사출조립 u wire 5번감지 센서오작동 센셔교체 fd-420-06b,사출조립 u wire 5번 감지 센서,오작동,센서 교체 (fd-420-06b 사용),윤동태,60,,"{'고장부품': '사출조립 u wire 5번감지 센서', '불량유형': '오작동', '조치내용': '센서 교체 (fd-420-06b 사용)'}","{'고장부품': '사출조립 u wire 5번 감지 센서', '불량유형': '오작동', '조치내용': '센서 교체 (fd-420-06b 사용)'}"
S000000044,EDS-001(철거),전착도장,2023-03-30,냉온수 온도 콘트롤 불량  남쪽 실외기 열동형 계전기 교체,냉온수 온도 콘트롤,불량,남쪽 실외기 열동형 계전기 교체,송명호윤동태,100,,"{'고장부품': '온도 콘트롤', '불량유형': '불량', '조치내용': '남쪽 실외기 열동형 계전기 교체'}","{'고장부품': '냉온수 온도 콘트롤', '불량유형': '불량', '조치내용': '남쪽 실외기 열동형 계전기 교체'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-03-30,나사체결기 와샤조립기구간 상부파렛트이송불가 실린더끼임 실린더밒면 이물제거,상부파렛트이송 실린더,실린더 끼임,이물 제거,송명호윤동태,60,,"{'고장부품': '와샤조립기구간 상부파렛트', '불량유형': '이송불가', '조치내용': '실린더끼임 실린더반에 이물 제거'}","{'고장부품': '상부파렛트이송 실린더', '불량유형': '실린더 끼임', '조치내용': '이물 제거'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-03-30,컨베어 스피드건 파손 교체,컨베어 스피드건,파손,스피드건 교체,오정수,30,2500.0,"{'고장부품': '컨베어 스피드건', '불량유형': '파손', '조치내용': '교체'}","{'고장부품': '컨베어 스피드건', '불량유형': '파손', '조치내용': '스피드건 교체'}"
Z000000001,Z000000001,기타,2023-03-30,가설창고 3단렉 앙카 고정 작업,가설창고 3단렉 앙카,고정이 풀림,앙카 고정 작업,오정수윤동태,300,,"{'고장부품': '가설창고 3단렉 앙카', '불량유형': '고정 불량', '조치내용': '고정 작업'}","{'고장부품': '가설창고 3단렉 앙카', '불량유형': '고정이 풀림', '조치내용': '앙카 고정 작업'}"
Z000000001,Z000000001,기타,2023-03-30,덴덤프레스라인 뒷편 방호울 설치,덴덤프레스라인 뒷편,보호울 없음,방호울 설치,오정수윤동태,40,,"{'고장부품': ' 덴덤프레스라인 뒷편', '불량유형': '방호울 설치 문제', '조치내용': '방호울 설치'}","{'고장부품': '덴덤프레스라인 뒷편', '불량유형': '보호울 없음', '조치내용': '방호울 설치'}"
Z000000001,Z000000001,기타,2023-03-30,바퀴 소음발생 고정볼트 조암 그리스 도포,바퀴 고정볼트,소음 발생,그리스 도포,오정수,60,,"{'고장부품': '고정볼트', '불량유형': '바퀴 소음 발생', '조치내용': '조암 그리스 도포'}","{'고장부품': '바퀴 고정볼트', '불량유형': '소음 발생', '조치내용': '그리스 도포'}"
Z000000001,Z000000001,기타,2023-03-30,사출조립 납품용 파렛트 5대수리,납품용 파렛트,파손,5대 수리,오정수윤동태,180,,"{'고장부품': '사출조립 납품용 파렛트', '불량유형': '고장', '조치내용': '파렛트 5대 수리'}","{'고장부품': '납품용 파렛트', '불량유형': '파손', '조치내용': '5대 수리'}"
M000000043,CLN-004,세척기(4조식 세척기:우주),2023-03-31,펌프2번 누유 화신산업 수링입고 설치,펌프2번,누유,화신산업에서 수링을 입고하여 설치,윤동태화신산업,50,,"{'고장부품': '펌프2번', '불량유형': '누유', '조치내용': '화신산업 수링입고 설치'}","{'고장부품': '펌프2번', '불량유형': '누유', '조치내용': '화신산업에서 수링을 입고하여 설치'}"
M000000115,E-0616 이관,조립기VQ 스페어타이어 조립,2023-03-31,코킹작업시 와이어 끝단부 휨 하부코킹지그 가공,와이어 끝단부,휨,하부코킹지그 가공,오정수,30,,"{'고장부품': '와이어 끝단부', '불량유형': '휠 하부 코킹 지그', '조치내용': '가공'}","{'고장부품': '와이어 끝단부', '불량유형': '휨', '조치내용': '하부코킹지그 가공'}"
M000000115,E-0616 이관,조립기VQ 스페어타이어 조립,2023-03-31,코킹작업시 와이어 끝단부 휨 하부코킹지그 가공,와이어 끝단부,휨,하부코킹지그 가공,오정수,30,,"{'고장부품': '와이어 끝단부', '불량유형': '휠 하부 코킹 지그', '조치내용': '가공'}","{'고장부품': '와이어 끝단부', '불량유형': '휨', '조치내용': '하부코킹지그 가공'}"
M000000117,E-0619 이관,조립기CM 스페어타이어,2023-03-31,메인에어레규레이터 전단 에어누설 커넥트 교체,메인 에어 레규레이터,에어 누설 (전단),커넥트 교체,오정수,50,,"{'고장부품': '메인에어레규레이터 전단', '불량유형': '에어누설', '조치내용': '커넥트 교체'}","{'고장부품': '메인 에어 레규레이터', '불량유형': '에어 누설 (전단)', '조치내용': '커넥트 교체'}"
Z000000001,Z000000001,기타,2023-03-31,가건물 3단렉 앙카고정 작업,가건물 3단렉 앙카,고정 불량,앙카 고정 작업,오정수윤동태,180,,"{'고장부품': '가건물 3단렉 앙카', '불량유형': '작업 불량', '조치내용': '앙카 고정 작업'}","{'고장부품': '가건물 3단렉 앙카', '불량유형': '고정 불량', '조치내용': '앙카 고정 작업'}"
Z000000001,Z000000001,기타,2023-03-31,덴덤라인 프레스 뒷편 방호율 설치,덴덤라인 프레스 뒷편,방호율 없음,방호율 설치,윤동태,60,,"{'고장부품': ' 덴덤라인 프레스 뒷편', '불량유형': ' 방호율 부족', '조치내용': ' 방호율 설치'}","{'고장부품': '덴덤라인 프레스 뒷편', '불량유형': '방호율 없음', '조치내용': '방호율 설치'}"
Z000000001,Z000000001,기타,2023-03-31,메니폴드라인 유틸리티정리,메니폴드라인,불량 없음,유틸리티 정리,송명호윤동태,60,,"{'고장부품': '메니폴드라인', '불량유형': '유틸리티', '조치내용': '정리'}","{'고장부품': '메니폴드라인', '불량유형': '불량 없음', '조치내용': '유틸리티 정리'}"
Z000000001,Z000000001,기타,2023-03-31,전착도장 제품걸이 부근 에어콘닥트 은박지 재고정,에어콘닥트 은박지,제품걸이 부근에서 고정이 풀림,은박지 재고정,윤동태,30,,"{'고장부품': '전착도장 제품걸이 부근 에어콘닥트', '불량유형': '은박지', '조치내용': '재고정'}","{'고장부품': '에어콘닥트 은박지', '불량유형': '제품걸이 부근에서 고정이 풀림', '조치내용': '은박지 재고정'}"
M000000018,ASM-006 설비이전,조립기(TQ 자동조립기),2023-04-01,"메인밸브,에어호스 누설 밸브교체 호스교체","메인밸브,에어호스",누설,밸브와 호스 교체,오정수,40,,"{'고장부품': '메인밸브, 에어호스', '불량유형': '누설', '조치내용': '밸브 교체, 호스 교체'}","{'고장부품': '메인밸브,에어호스', '불량유형': '누설', '조치내용': '밸브와 호스 교체'}"
M000000018,ASM-006 설비이전,조립기(TQ 자동조립기),2023-04-01,사출조립 에어리크 검사기 작동불능 비상정지 눌림해제,사출조립 에어리크 검사기,작동불능,비상정지 눌림 해제,오정수,10,,"{'고장부품': '에어리크 검사기', '불량유형': '작동불능', '조치내용': '비상정지 눌림해제'}","{'고장부품': '사출조립 에어리크 검사기', '불량유형': '작동불능', '조치내용': '비상정지 눌림 해제'}"
M000000073,E-0206(철거),로봇용접기ROBOT (SL-02호),2023-04-01,에어호스 누설 호스 교체,에어호스,누설,호스 교체,오정수,30,,"{'고장부품': '에어호스', '불량유형': '누설', '조치내용': '호스 교체'}","{'고장부품': '에어호스', '불량유형': '누설', '조치내용': '호스 교체'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-04-03,#80공정 조립불량 백업평탄도 수정,#80공정,조립불량,백업평탄도 수정,오정수,50,,"{'고장부품': '#80공정', '불량유형': '조립불량', '조치내용': '백업평탄도 수정'}","{'고장부품': '#80공정', '불량유형': '조립불량', '조치내용': '백업평탄도 수정'}"
S000000019,CNV-001,스크랩 컨베어,2023-04-03,600TON 프레스 부근 스크랩정체 제거 (생산3명지원),600TON 프레스 부근 스크랩,스크랩 정체,스크랩 제거 (생산3명 지원),오정수생산팀지원,240,,"{'고장부품': '600TON 프레스 부근 스크랩', '불량유형': '정체', '조치내용': '스크랩 제거 (생산 3명 지원)'}","{'고장부품': '600TON 프레스 부근 스크랩', '불량유형': '스크랩 정체', '조치내용': '스크랩 제거 (생산3명 지원)'}"
S000000044,EDS-001(철거),전착도장,2023-04-03,순수부스터 펌프 구동불능 머터 단종 선구매중,순수부스터 펌프,구동 불능,"머터 단종, 새 부품 구매중",윤동태,180,,"{'고장부품': '순수부스터 펌프', '불량유형': '구동불능', '조치내용': '머터 단종 선구'}","{'고장부품': '순수부스터 펌프', '불량유형': '구동 불능', '조치내용': '머터 단종, 새 부품 구매중'}"
M000000364,IMM-028,전동사출기 850톤,2023-04-03,"취출 컨베어 구동불량 비상정지스위치 ,전선단선 수리","비상정지스위치 ,전선","구동불량, 단선",수리,윤동태,120,,"{'고장부품': '취출 컨베어', '불량유형': '구동불량', '조치내용': '비상정지스위치, 전선단선 수리'}","{'고장부품': '비상정지스위치 ,전선', '불량유형': '구동불량, 단선', '조치내용': '수리'}"
Z000000001,Z000000001,기타,2023-04-03,사출납품용 파렛트 6대수리,사출납품용 파렛트,파손,6대 수리,오정수,200,,"{'고장부품': '사출납품용 파렛트', '불량유형': '불량', '조치내용': '6대 수리'}","{'고장부품': '사출납품용 파렛트', '불량유형': '파손', '조치내용': '6대 수리'}"
M000000643,ASM-035,삼성E5D INNER COVER조립기,2023-04-04,저항온도측정 리노핀 콘넥터 교체,저항온도측정 리노핀 콘넥터,불량,콘넥터 교체,송명호,50,,"{'고장부품': '리노핀 콘넥터', '불량유형': '저항온도측정 불량', '조치내용': '콘넥터 교체'}","{'고장부품': '저항온도측정 리노핀 콘넥터', '불량유형': '불량', '조치내용': '콘넥터 교체'}"
M000000043,CLN-004,세척기(4조식 세척기:우주),2023-04-04,열매체유탱크 히터 3ea중 2ea 소손 교체 예정,열매체유탱크 히터,소손,히터 2EA 교체 예정,윤동태,50,,"{'고장부품': '열매체유탱크 히터', '불량유형': '소손', '조치내용': '히터 3ea중 2ea 교체 예정'}","{'고장부품': '열매체유탱크 히터', '불량유형': '소손', '조치내용': '히터 2EA 교체 예정'}"
S000000044,EDS-001(철거),전착도장,2023-04-04,부스타펌프 모터 코일소손 임시 수리,부스타펌프 모터 코일,소손,임시 수리,송묭호윤동태,180,,"{'고장부품': '부스타펌프 모터 코일', '불량유형': '소손', '조치내용': '임시 수리'}","{'고장부품': '부스타펌프 모터 코일', '불량유형': '소손', '조치내용': '임시 수리'}"
